2370-bin,1,Skip to content,
2370-bin,2,Sign up,
2370-bin,3,Hosting,
2370-bin,4,Explore,
2370-bin,5,Explore GitHub →,
2370-bin,6,Learn & contribute,
2370-bin,7,Learning Lab,
2370-bin,8,Connect with others,
2370-bin,9,Compare plans,
2370-bin,10,Jump to,
2370-bin,11,Jump to,
2370-bin,12,Jump to,
2370-bin,13,Sign in,
2370-bin,14,Sign up,
2370-bin,15,Watch,
2370-bin,16,Fork,
2370-bin,17,Pull requests,
2370-bin,18,Pull requests,
2370-bin,19,Go to file,
2370-bin,20,Git stats,
2370-bin,21,Failed to load latest commit information.,
2370-bin,22,Decode this - LOL,
2370-bin,23,"In this task we had to write a program, which was decoding various encodings, such as ROT13, hex encoding,",(I)
2370-bin,24,"Unfortunately there was one encoding (called ro42), for which we could not write a true decoder,",
2370-bin,25,"because the encoding did not differentiate between letter case, while our response had to be of correct case - we simply",
2370-bin,26,"Server said we had to solve 25 of those challenges, but the counter was going up even after 25",
2370-bin,27,"Finally, when we solved",
2370-bin,28,"100 of them (WTF), this string was printed: 666p61677o6433633064696r675s69735s656173795s4p4s4p7q20",(I)
2370-bin,29,"If we change n to a,",(A) 28
2370-bin,30,"rot13 encode it) and unhex it, we get the flag.",
2370-bin,31,Help,
2370-bin,32,You can't perform that action at this time.,
2370-bin,33,You signed in with another tab or window,
2370-bin,34,Reload to refresh your session.,
2370-bin,35,You signed out in another tab or window,
2370-bin,36,Reload to refresh your session.,
2370-bin,37,We use optional third-party analytics cookies to understand how you use GitHub.com so we can build better products.,
2370-bin,38,Learn more.,
2370-bin,39,Accept,
2370-bin,40,Reject,
2370-bin,41,We use optional third-party analytics cookies to understand how you use GitHub.com so we can build better products.,
2370-bin,42,You can always update your selection by clicking Cookie Preferences at the bottom of the page.,
2370-bin,43,"For more information, see our Privacy Statement.",
2370-bin,44,"We use essential cookies to perform essential website functions, e.g",
2370-bin,45,they're used to log you in.,
2370-bin,46,Learn more,
2370-bin,47,"We use analytics cookies to understand how you use our websites so we can make them better, e.g",
2370-bin,48,they're used to gather information about the pages you visit and how many clicks you need to accomplish a task.,
2370-bin,49,Learn more,
2370-bin,50,Accept,
2370-bin,51,Reject,
